,gold,prediction_,rouge_score_,bertscore_precision_,bertscore_recall_,bertscore_f1_,factCC_label_,factCC_score_,prediction_v1,prediction_v2,rouge_score_v1,rouge_score_v2,bertscore_precision_v1,bertscore_precision_v2,bertscore_recall_v1,bertscore_recall_v2,bertscore_f1_v1,bertscore_f1_v2,factCC_label_v1,factCC_label_v2,factCC_score_v1,factCC_score_v2
24,"The paper considers a collaborative decision-making setting in which one agent can suggest actions for a listening agent to execute. The listening agent is not bound to take these suggested actions. The paper models the listening agent's decision-making process as a POMDP, treating the suggestions provided by other agents as observations (i.e., dependent only on the state) that are used to update the belief state. The paper describes two representations of the suggested actions and presents empirical results on simulated domains that demonstrate that the listening agent's performance improves when following the suggestions of a perfect oracle, while it degrades given imperfect suggestions in proportion to the level of noise.

The paper was reviewed by three researchers who read the author response and discussed the paper together with the AC. The reviewers largely agree that the collaborative decision-making problem as formulated is interesting. The reviewers find that the idea of formulating suggestion-following as a POMDP with suggestions modeled as observations is clever, and that the description of the proposed formulation is clear and easy to follow. The two formulations of the observation function are reasonable, albeit very simple initial models, though the paper does not provide much insight into when one should be used over the other. A primary concern with the paper is that it only provides empirical results. The work would have significantly benefited from theoretical results, which would help to understand how the method would generalize to other domains.

",The paper looks at the problem of designing a framework to support collaboration between an autonomous system and a human supervisor. The human supervisor provides action suggestions to the autonomous agent to help overcome any limitations the human could have in its sensor capabilities. The method proposes to use the action suggestions as part of the observation model of the underlying POMDP. Simulated experiments on a discrete state problem with an offline generated policy show some improvement using suggestions from a human with an omniscient view.,0.1373134328358209,0.8065922856330872,0.7570894360542297,0.7810572981834412,CORRECT,0.9997305274009703,"The paper looks at the problem of designing a framework to support collaboration between an autonomous system and a human supervisor. The human is assumed to be a potentially suboptimal agent with full observability, while the agent is expected to operate under partial observability. The method proposes to use the action suggestions, by using the human policy as part of the observation model of the underlying POMDP. This means that the human suggestions could be used to refine the belief space the agent may hold regarding the current state. The paper is generally clear and easy to read.","The paper looks at the problem of designing a framework to support collaboration between an autonomous system and a human supervisor. Simulated experiments on a discrete state problem with an offline generated policy show some improvement using suggestions from a human with an omniscient view. The core idea seems to be a useful one, although the demonstration here is on small, discrete, 2-agent environments without catastrophic failures, brittle behavior, or clear inconsistencies. This work seems theoretical enough to not have significant societal impacts (beyond, perhaps, the use of computational agents, but here they have human supervisors!) The idea of treating recommended actions as observations is a clever way to adapt single-agent POMDPs to incorporate advice from another agent (human or artificial) The experiments and empirical results were also extensive and used reasonable benchmark problems and baselines.",0.1786743515850144,0.1291989664082687,0.8133689761161804,0.7910740375518799,0.7791355848312378,0.7825077772140503,0.7958843111991882,0.7867676019668579,CORRECT,INCORRECT,0.9996071457862854,0.9964597821235656
25,"This paper had mixed reviews. 

One very positive expert reviewer (8) pointed out this paper used a rigorous approach to showing than FP8 can outperform INT8 in inference, which I agree is very interesting and useful.

 Another reviewer gave borderline acceptance (5), and I did not find any remaining concerns following the authors' response.

One reviewer gave borderline reject (4), but I did not find any remaining coherent major concerns following the authors' rebuttal. Also, this reviewer seemed less experienced, so I down-weighted this reviewer's score. 

Another reviewer gave borderline reject (4) with the following remaining concerns:

(1) ""I think this scheme does not show advantages over the existing work. ""
But I don't think this is true, since as far as I know previous work did not show such an advantage of FP over INT.

(2) ""The practical application of the algorithm in this paper will bring extra overhead. ""
I agree the authors should give more details here (especially for flexible), but at least for the flex bias method, the extra overhead seems quite reasonable (as this is similar to the standard method used for INT), so I'm not sure what is the issue.  

(3) ""it is a very intuitive view that we should adopt a format with more exponent bits on the data with a large distribution range"". 
But the authors' response correctly said this is not true (as a uniform distribution would be better represented using INT, no matter what it's range), and is not what they are saying. 

Therefore, I think the reviewer had some errors in understanding here, and so I down-weighted this reviewer's score.

Also, the following paper seems relevant:
A Block Minifloat Representation for Training Deep Neural Networks, ICLR 2022

","FP8 format quantization algorithm is realized based on a common FP32 deep learning framework for post-training quantization and quantization-aware training. Experiment results show that FP8 format is better than INT8 format. 5M2E is found to minimize MSE of normal distributions, and thus is of particular interest. The scheme in this paper might make the hardware design more complex. The choice of the number of exponent bits is driven by the severity of outliers in the network.",0.1132075471698113,0.7937113046646118,0.7046753168106079,0.7465479969978333,INCORRECT,0.8606352210044861,"FP8 format quantization algorithm is realized based on a common FP32 deep learning framework. The effects of choosing different bits for the mantissa and exponent on the quantization error and the final accuracy of the model are studied. Experiment results show that FP8 format is better than INT8 format. The scheme in this paper might make the hardware design more complex, because it needs to support different m/e/b, which is mentioned in [3] (see the ref section in ""Strengths and Weakness"")","The paper was published in the Journal of Computer Science and Engineering (JCE&E) in 2012. It is published by Oxford University Press on behalf of the Association for Computing Machinery (ACM) (http://www.acm.org/acm/2012/01/07/acM/article.html#storylink=cpy) The scheme in this paper might make the hardware design more complex, because it needs to support different m/e/b, which is mentioned in [3] (see the ref section in ""Strengths and Weakness""). I recommend the authors to discuss on the implication for actual hardware implementation. Please see the question section for more detailed discussion. Back to Mail Online home. Back To The page you were from.",0.1117021276595744,0.1083743842364532,0.7798914909362793,0.6966038346290588,0.7134106159210205,0.7194353938102722,0.7451712489128113,0.7078355550765991,CORRECT,INCORRECT,0.9359480142593384,0.970776379108429
26,"Reviewers generally agree that the main result of the paper, which generalizes the classical Wigner-Eckart Theorem and provides a  basis for the space of G-steerable kernels for any compact group G, is a significant result. There are also several concerns
that need to be addressed. R4 notes that the use of the Dirac delta function (e.g. Theorem C.7) is informal and mathematically imprecise and needs to be fixed. R1 notes that it would be helpful to at least describe how this general formulation can be applied in machine learning.

Presentation and accessibility: the current version of the paper will be accessible to only  a small part of the machine learning audience, i.e. those already with advanced knowledge in mathematics and/or theoretical physics, in particular in representation theory. If the authors aim to make it more accessible, the writing would need to be substantially improved.

",The application section is in particular way too sketchy to convince the novice that this impressive work will be useful to the machine learning community. The paper considers Group Equivariant Convulation Neural Networks (GCNNs) which are convolutional neural networks that are equivariant wrt group symmetries of the underlying space. The problem of finding a basis for the space of steerable kernels is non-trivial and critical for constructing G-steerableCNNs.,0.1454545454545454,0.7912479043006897,0.7555816173553467,0.7730035781860352,CORRECT,0.9545066356658936,"The paper considers Group Equivariant Convulation Neural Networks (GCNNs) which are convolutional neural networks that are equivariant. The results I spot checked were correct, but the paper reads like a compilation of material from the many math and physics textbooks. The explicit results of appendix E would be rather more useful if implemented in a ML package, and I hope that is on the author's to-do list. To summarize, a serviceable reference work which will probably be made obsolete by the appearance of a proper textbook.","The paper considers Group Equivariant Convulation Neural Networks (GCNNs) which are convolutional neural networks that are equivariant wrt group symmetries of the underlying space. The authors prove a theorem (thm 4.1) which describes a basis for the space of kernels in a G-steerableCNN for any compact group G. Any steerable kernel is then a linear combination of this basis and the network can then be trained by learning the coefficients. The appendix is quite verbose and the language is more casual than I am accustomed to in a mathematical text or research paper, but it serves the goal of being didactic and approachable. The results obtained here are significant for any learning problem where there are inherent natural symmetry.",0.1512605042016806,0.2361623616236162,0.767726719379425,0.7925262451171875,0.746845006942749,0.7680649757385254,0.7571418881416321,0.7801039218902588,INCORRECT,INCORRECT,0.9628264307975768,0.9425902962684632
27,"There is a clear consensus to accept this manuscript.  The results are impressive, and have a nice theoretical orientation that will allow the results to have continued impact as the field advances.  There are some minor errors by the authors in the discussions, which are worth the authors being aware of before submitting their final version.  In particular, they state that:

""The authors of [2,3] considered a bounded activation function in the infinite-width limit with large depth, in which case their variance 
V
ℓ
α
α
 always converged to a finite fixed point when depth is large [2, eq. 3]. Their chaotic and ordered phases are then defined by the behaviour of the correlation fixed point [2, eq. 5], which in turn determines the behaviour of the gradient [2, eq. 16].

In our case, shaping the activation leads to an unbounded function, and consequently the variance 
V
ℓ
α
α
 is not always bounded - even if we take the same limit as [2] (but shaping depends on depth instead like the DKS/TAT papers), in which case we get an ODE with finite time explosion. Intuitively, if we drop the Brownian motion from eq. 18 and consider

d
X
t
=
b
X
t
(
X
t
−
1
)
,
d
t
,
,

which is the logistic ODE, and has a finite time explosion if 
X
0
>
1
 and 
b
>
0
. At the same time, due to shaping, our correlation 
ρ
t
α
β
 will actually be able to avoid the fixed point (i.e., non-degenerate). So the gradient will be well behaved from the perspective of correlations (we are in the critical regime defined by [2]), but it may still explode due to variances exploding.

References
Novak, R., Xiao, L., Lee, J., Bahri, Y., Yang, G., Hron, J., Abolafia, D.A., Pennington, J. and Sohl-Dickstein, J., 2018. Bayesian deep convolutional networks with many channels are gaussian processes. arXiv preprint arXiv:1810.05148. https://arxiv.org/pdf/1810.05148.pdf
Schoenholz, S.S., Gilmer, J., Ganguli, S. and Sohl-Dickstein, J., 2016. Deep information propagation. arXiv preprint arXiv:1611.01232. https://arxiv.org/pdf/1611.01232.pdf
Yang, G. and Schoenholz, S., 2017. Mean field residual networks: On the edge of chaos. Advances in neural information processing systems, 30. https://arxiv.org/pdf/1712.08969.pdf
""

And while [2] states they consider bounded activations, it is not used or necessary and is not used in [3] or subsequent more recent work that discusses the edge of chaos further; see for instance: Activation function design for deep networks: linearity and effective initialisation by Murray et al. and On the impact of the activation function on deep neural networks training by Hayou et al.  


","Theory analysis is extensive, and the presentation is (mostly) excellent. The evidence is not strong enough to justify the necessity of “reshaping” in NN literature. The paper provides a creative theoretical contribution. The authors claim that the modeling of covariance and depth has a significant improvement over the NNGP regime. However, deep random features are not better than two-layer one in real practice. It is not clear if the paper has any practical applications.",0.0967117988394584,0.792421817779541,0.6643639802932739,0.7227644920349121,INCORRECT,0.9999873638153076,"The paper studies the random covariance matrix of infinite depth and width limit of deep neural networks. Using recent work on deep kernel shaping, the authors show that shaping activation function leads to non-trivial stochastic differential equations (SDE) Authors show that simulation of finite networks match the distribution predicted by the SDE. The only weakness I can find is in the presentation, which is mainly down to personal preference. In my opinion the paper feels very math heavy, and possibly not as accessible as it could be. The societal impact is not addressed.","The paper studies the random covariance matrix of infinite depth and width limit of deep neural networks. Using recent work on deep kernel shaping, the authors show that shaping activation function leads to non-trivial stochastic differential equations (SDE) Authors show that simulation of finite networks match the distribution predicted by the SDE. The only weakness I can find is in the presentation, which is mainly down to personal preference. In my opinion the paper feels very math heavy, and possibly not as accessible as it could be. However, this is a theoretical paper and a broader impact statement is not required (though it is always appreciated). The paper provides a creative theoretical contribution. Furthering our understanding of large neural networks, from a novel angle using SDEs.",0.0970149253731343,0.1124780316344464,0.7855772376060486,0.7873409986495972,0.6724803447723389,0.6817803978919983,0.7246425151824951,0.7307682633399963,INCORRECT,INCORRECT,0.935717761516571,0.9994909763336182
28,"The paper adds a new level of complexity to neural networks, by modulating activation functions of a layer as a function of the previous layer activations.  The method is evaluated on relatively simple vision and language tasks.

The idea is nice, but seems to be a special case of previously published work; and the results are not convincing.  Four of five reviewers agree that the work would benefit from: improving comparisons with existing approaches, but also improving its theoretical framework, in light of competing approaches.

","The idea is to multiply the output of the linear combination by a ""modulator"", prior to feeding it into the activation function. The idea is demonstrated on basic vision and NLP tasks, showing improvements over the baselines. The writing needs to be reworked, the experiments to be consolidated and the link to neuronal modulation to be further investigated. The proposed modulator is easy to implement and applicable to (almost) all network architectures. The authors evaluate this modulated neural unit in convolutional neural networks, densely connected CNNs and recurrent networks consisting of LSTM units.",0.2134831460674157,0.7908563613891602,0.790238082408905,0.7905470728874207,INCORRECT,0.8021559119224548,"The idea is to multiply the output of the linear combination by a ""modulator"", prior to feeding it into the activation function. The idea is demonstrated on basic vision and NLP tasks, showing improvements over the baselines. The writing needs to be reworked, the experiments to be consolidated, and the link to neuronal modulation to be further investigated. The proposed modulator is easy to implement and applicable to (almost) all network architectures. It is unclear whether the modulator weights are shared along the depth of a CNN layer, i.e. between feature maps.","The proposed modulator is easy to implement and applicable to (almost) all network architectures. It is unclear whether the modulator weights are shared along the depth of a CNN layer, i.e. between feature maps. When comparing the test accuracy of CNNs in Fig. 4 the result is questionable. Some experiments show nice results (eg. modulated densenet-lite outperforming densenET) but the overall paper needs further improvements. The paper is published in the open-source journal Brain, Cognition and Machine Learning (BBM) (http://www.brain,cognition and machine learning.org/blog/2013/01/28/brain-cognitions-and-machine-learning-bcm.html).",0.2134831460674157,0.1397849462365591,0.7876325845718384,0.7045754790306091,0.7866355180740356,0.7939215898513794,0.7871337532997131,0.746584951877594,INCORRECT,INCORRECT,0.8401995897293091,0.9476855397224426
29,"This work proposed a new HPO surrogate benchmark for 14 scenarios and filled the gap of benchmarks in the multi-objective and multi-fidelity setting. The paper is clearly written and conducted experiments to demonstrate its usefulness. It also provided analysis on several interesting questions such as tabular vs surrogate; multi-fidelity vs full-fidelity. It is open sourced and being integrated into a larger benchmarking framework (HPOBench). I think it will make a good contribution to the HPO community.



","The benchmarks are surrogate-based, provided using the ONNX format, and have low memory requirements. As far as I can see the results are technically sound, but I was not able to run the experiments myself for further analysis. The diversity of the instances for each benchmark collection is not studied. The paper seems to be a not complete with several missing references. The reproducibility list is filled out fully, the answers are clearly justified. It has a big potential impact on the field of AutoML.",0.1566265060240963,0.7933369874954224,0.7991985082626343,0.796256959438324,INCORRECT,0.8990702629089355,"The benchmarks are surrogate-based, provided using the ONNX format, and have low memory requirements. As far as I can see the results are technically sound, but I was not able to run the experiments myself for further analysis. The benchmarks are listed mainly, e.g., in a table in a quantitative way. A large number of benchmark problems (and libraries) is not always better, as it is easy for important conclusions to be hidden among many results. For that reason, it's important for benchmark libraries to give more details about the problems it includes.","The benchmarks are surrogate-based, provided using the ONNX format, and have low memory requirements. The paper is not very clear. Namely, there are alot of missing references, the authors rely on their publicly available work, for most of the information. This is a very strong HPO benchmarking system covering all relevant aspects of the HPO problem, and provides a more faithful yet more efficient (in terms of time and memory overhead) comparison between HPO algorithms. For this reason, I strongly recommend the acceptance of this paper. It has a big potential impact on the field of AutoML, because a general framework for mutli- objective and mutli/fidelity optimization is currently not available. It will be a potentially impactful project to describe why we need this benchmark and how it will be used.",0.1477272727272727,0.1502347417840375,0.7620258331298828,0.7864280939102173,0.7754224538803101,0.8272354602813721,0.7686657905578613,0.8063157796859741,CORRECT,INCORRECT,0.9999392032623292,0.9998475313186646
30,"The paper proposed a two-stage method to select instances from a set, involving candidate selection (learning a function  to determine a Bernoulli probability for each input) and AutoRegressive subset selection (learning a function  to generate probabilities for sampling elements from a reduced set); both stages use the Concrete distribution to ensure differentiability. The experiments show the performance of the proposed method on several use-cases, including reconstruction of an image from a subset of its pixels, selecting sparse features for a classification task, and dataset distillation for few-shot classification. I read the paper and I agree with the reviewers that in its current format the paper is hard to follow. I strongly encourage the authors to add more discussion and intuition on the proposed method and extend the experiments with more baseline comparison and ablation studies in the revised version. 

","Stochastic subset selection (SSS) is a method to learn to compress a set $D$ by selecting a subset $D_s$ such that the loss of a task is as close as possible to the loss if the task had been performed on the original $D$. SSS is motivated by the need to reduce bandwidth, computation and memory footprint of deep learning in edge devices. The proposed method seems to be more general than competing methods, such as coreset.",0.1999999999999999,0.7548090815544128,0.7468187212944031,0.7507926821708679,INCORRECT,0.9914206266403198,"Stochastic subset selection (SSS) is a method to learn to compress a set $D$ by selecting a subset $D_s$ such that the loss of a task is as close as possible to the loss if the task had been performed on the original $D$. SSS is motivated by the need to reduce bandwidth, computation and memory footprint of deep learning in edge devices. The paper is very dense, which makes it hard to follow, and some parts of the paper are too concise to understand.","Stochastic subset selection (SSS) is a method to learn to compress a set $D$ by selecting a subset $D_s$ such that the loss of a task is as close as possible to the loss if the task had been performed on the original $D$. The paper show how this general method can be applied to several tasks. SSS is motivated by the need to reduce bandwidth, computation and memory footprint of deep learning in edge devices. The paper is very dense, which makes it hard to follow. The experiments, while good to show the strength of the approach, do not cover usefullness for the mobile use case. I think the proposed approach has some potential and will be interesting for the community. I am on the fence with this paper.",0.2017543859649123,0.227106227106227,0.7643396854400635,0.7816123962402344,0.7538220882415771,0.7891292572021484,0.7590444684028625,0.7853528261184692,INCORRECT,INCORRECT,0.9855888485908508,0.9596965909004213
31,"Dear authors,

Your proposition of adding a noise scaling with the diagonal of the gradient covariance to the updates as a middle-ground between the identity and the full covariance is interesting and tackles the timely question of the links between optimization and generalization.

However, the reviewers had concerns about the experiments that did not reveal to which extent each trick had an influence.
I would like to add that, even though the term Fisher is used for both the true Fisher and tne empirical one, these two matrices encore very different kind of information. In particular, the latter is only defined when there is a dataset. Hence, your case study  (section 3.2) which uses the true Fisher does not apply to the empirical Fisher.

I encourage the authors to pursue in this direction but to update the experimental section in order to highlight the impact of each technique used.

","This paper proposes the method which improves the generalization performance of large-batch SGD by adding the diagonal Fisher matrix noise. In the theoretical analysis, it is shown that gradient descent with the diagonal noise is faster than it with the full-matrix noise on positive-quadratic problems. This paper proposes to add noise sampled from diagonal ""empirical"" Fisher matrix to the large batch gradient. The proposed method is shown empirically to achieve both comparable generalization and the training speedup.",0.1558441558441558,0.796850323677063,0.7486463189125061,0.7719965577125549,CORRECT,0.8570796847343445,"This paper proposes the method which improves the generalization performance of large-batch SGD by adding the diagonal Fisher matrix noise. In the theoretical analysis, it is shown that gradient descent with the diagonal noise is faster than it with the full-matrix noise on positive-quadratic problems. The accuracy numbers for the proposed method is only marginally better than the baseline where isotropic noise is added. The algorithm derivation seems to be reasonable and the derived algorithm is executable. There is a typo in the next line of Eq. (2) in which the notation ""l_i"" is not defined.","The method is shown empirically to achieve both comparable generalization and the training speedup compared to small batch. The intuition of using diagonal fisher for faster convergence in generalization performance is still missing from my perspective. The experiments are conducted on MNIST and CIFAR10 and 100, which I feel is a bit insufficient for a paper that deals with generalization gaps in large batches. There is a typo in the next line of Eq. (2) in which the notation ""l_i"" is not defined at this time. In addition, the notation ‘l’ is not clearly defined in the paper. It is not clear if the ‘’ in ‘L’ means ‘let’ or ‘len’",0.1912350597609561,0.1908396946564886,0.7874516248703003,0.7736464738845825,0.7613511085510254,0.7709918022155762,0.7741814851760864,0.7723168134689331,INCORRECT,INCORRECT,0.9904975295066832,0.9951027631759644
32,"This work proposes algorithms for solving ERM with continuous losses satisfying the PL condition. The first algorithm achieves that by using a chainging noise variance and thus the paper frames the contribution in terms of the advantages of non-constant noise rate.

The problem is a well-studied one and the result is a nice if relatively modest improvement over Wang et al. However, as pointed out in reviews, in the context of convex optimization the same rate has already been established (Feldman,Koren,Talwar STOC 2020). This work is cited and briefly discussed but the discussion only includes one of the algorithms in the paper (that does have an additional log N factor). The overall assumptions in this paper are not comparable (weaker in some ways and stronger since they only require PL instead of strong convexity) but still the overall the contribution appears to be incremental.

","Private gradient descent is an important mechanism for private convex optimization. Excess risk upper bound is probably quite loose, so improving that may not necessarily improve actual excess risk. log(N) improvement may be an artifact of the analysis, and not an inherent advantage of dynamic schedules. The paper considers Polyak-Lojasiewicz's condition, a more general form than strongly convex loss function. This still leaves the question of what privacy schedule is best open.",0.1076233183856502,0.7924900054931641,0.7666997909545898,0.7793816328048706,INCORRECT,0.9958338737487792,"The problem studied is interesting and important for the privacy community. Excess risk upper bound is probably quite loose, so improving that may not necessarily improve actual excess risk. log(N) improvement may be an artifact of the analysis, and not an inherent advantage of dynamic schedules. My current scores are because I see limited value/interest in these results. It looks like (within constant factors) vanilla GD with dynamic schedule works as well as using the momentum. The results hold only under PL condition (which is a more general condition than strong convexity) and smoothness.","The study was published in the Journal of Applied Mathematics and Statistics (JAMAS) on November 14, 2013. The paper studies private gradient descent when the noise added to each of the iteration is dynamically scheduled. The results hold only under PL condition (which is a more general condition than strong convexity) and smoothness. The authors do a good job engaging with prior work, identifying gaps in related work and putting their contributions in that context. The analysis seems technically correct and pretty strong, although I did not check this closely. There are some typos that I found. There might be some interesting idea in this paper, especially, looking at the dynamic schedule for PPML. But I fail to see the strength of the result in the view of prior work as the comparison done in thePaper is between apples and oranges.",0.1475409836065574,0.1937716262975778,0.7970876693725586,0.777184009552002,0.7750104665756226,0.7861302495002747,0.7858940958976746,0.781631588935852,INCORRECT,INCORRECT,0.9973624348640442,0.8537988662719727
33,"This paper considers the task of training policies for human-robot collaborative tasks and observes the need for out of distribution generalisation for human policies as a pre-requisite for training. The authors present an approach for learning a latent representation for human policies that may be adapted online. 

Reviewers consider the motivation compelling and highly relevant for assistive robotics applications. In particular, reviewers consider the idea of learning a latent space for human policies as elegant. Further, thorough comparisons with related efforts strengthen the paper’s arguments. 

The primary weakness of the paper is that the tasks used to evaluate the approach are relatively simple (reaching and itch scratching). This raises the question of whether and to what extent the method can scale to more realistic tasks. Any experiments to suggest that the approach can bridge the sim2real gap have been suggested since the current results are purely in simulation. A better technical exposition of the test time adaptation has also been suggested. 

During the rebuttal phase,  the authors provided additional clarification/results for key reviewer questions such as mechanism for generalisation, overfitting, choice/training of encoders and their inclusion strengthens the overall paper. The major quantitative evaluation is on moderately complex tasks (e.g., itch scratching) supplemented by a user study. The user study is conducted in lab scenario (not with real users) and the setup bears resemblance to human studies in other human-collaborative domains (such as driving, collaborative assembly etc.). 

Overall, the paper contributes an approach for learning latent representations from interaction data that can be adapted online based on distribution shifts observed online. The manuscript can be strengthened by a clearer exposition on the mechanism/nature of generalisation attained, mechanisms for preventing overfitting and and an analysis of potential scalability to complex scenarios. Further, since the learning problem is scoped towards the specific domain of assistive tasks (as opposed to general robot tasks), a clearer setup of the problem context and a statement on the scalability of the results to end-users may also be considered by the authors. 


",This paper tackles the problem of generalizing to out-of-distribution human behavior when using sim2real methods. The authors propose the Prediction-based Assistive Latent eMbedding (PALM) framework. The PALM framework learns an encoder that maps a history onto a latent code that is the policy is conditioned upon. Experiments show that PALM policies lead to good performance on test human policies on an assistive reacher and assistive itch scratching task.,0.1204819277108433,0.8218426704406738,0.737513542175293,0.777397871017456,INCORRECT,0.931981086730957,"The paper focuses on learning latent representations for generalization in assistive tasks such as reaching and itch-scratching. The assumptions need to be very clearly specified in the paper and the claims should be carefully considered and re-worded. There is a lack of real-world experimentation for these methods, which can provide more insights on the practicality of these approaches for the robotic caregiving context. The paper could better describe the method, particularly time-time adaptation. It is unclear how PALM would scale to more complex settings.","This paper tackles the problem of generalizing to out-of-distribution human behavior when using sim2real methods to develop assistive robotics capabilities. The authors propose the Prediction-based Assistive Latent eMbedding (PALM) framework, which involves learning a latent space by predicting future human actions from a history of observations and actions. The paper can be significantly improved by being more cohesive about the motivation, the claims, and the assumptions of the methods. It is unclear how PALM would scale to more complex settings. Can the authors provide some discussion around how the method scales? As stated above, it would be helpful to clarify how the test time adaptation was performed in the experiments. The regularization term (eq. 3) is motivated by VAE formulation and helps in grouping similar humans closer.",0.1388888888888889,0.1772151898734177,0.8125115633010864,0.8160426020622253,0.7541806697845459,0.7755717635154724,0.7822602391242981,0.7952926158905029,INCORRECT,INCORRECT,0.9972909092903136,0.9889400601387024
34,"The paper gives high probability bounds on excess risk for differentially private learning algorithms, in the setting where the loss is assumed to be Lipschitz, smooth, and assumed to satisfy the Polyak-Łojasiewicz (PL) condition. The key idea in the paper is to leverage the curvature in the loss (PL condition) and the generalized Bernstein condition. 

Authors show that they get sharper bounds of the order \sqrt{p}/(n\epsilon) when the loss is assumed to satisfy the PL condition besides being convex Lipschitz/smooth. Without using some curvature information about the loss function, the best upper bounds we can get are in the order of \sqrt{p}/(n\epsilon) + 1/\sqrt{n} — and this is tight at least in terms of the dependence on n given the nearly matching lower bounds — in fact, the dependence on n is tight as it matches the non-private settings.  

So, I find it a bit misleading when authors say that they improve over the existing results. That statement is not true in its generality — it is true that we can leverage the PL condition to give faster rates but that is not the setting of prior work. Again, the bounds that authors compare against are for smooth/Lipschitz convex loss functions and without any assumption on the curvature of the loss. 

If we do look at the literature for when and/or how can curvature help, we can compare against the existing bounds for strongly convex losses. The best-known result in the setting that is most closely related is that of Feldman et al. (STOC 2020): https://dl.acm.org/doi/pdf/10.1145/3357713.3384335. As we can check from Theorem 4.9 in that paper, the bounds we get are in the order of 1/n + d/n^2 which is actually better — not surprising since PL condition is a weaker condition. There is merit to the results in this paper but the current narrative is quite misleading and a more careful comparison with the existing literature is needed. The bounds are hard to parse — for example, what is the dependence on the strong convexity parameter (\mu)? It would also help to instantiate specific loss functions so that we can fix some of the parameters in the bound to have a clear comparison with the existing bounds.

","The paper gives a high probability excess population risk bound for differentially private optimization algorithm under $G$-Lipschitz, $L$-smooth and PL condition with gradient perturbation. The algorithm is empirically evaluated on a number of datasets and achieved noteworthy results. It seems that mNGP is proposed solely for the sake of bypassing Young's inequality. The paper is well-written and easy-to-follow.",0.1371681415929203,0.787596583366394,0.6896517276763916,0.7353771924972534,CORRECT,0.9997439980506896,"The paper achieves high probability excess risk bound with rate O(1/n) w.r.t n for DP models via uniform stability by using Generalized Bernstein condition under G-Lipschitz, L-smooth, and PL condition. The authors also show the experimental better accuracy results of m-NGP compared to traditional gradient perturbation method on real datasets. But there are some limitations in the paper. It is not sure that there is the function satisfying assumption 4 and assumption 5,so the problem setting may be not reasonable.","The paper achieves high probability excess risk bound with rate O(1/n) w.r.t n for DP models via uniform stability by using Generalized Bernstein condition under G-Lipschitz, L-smooth, and PL condition. The paper overall read clearly, though the proof sketches should be more clear. Although the understandability of the current manuscript is acceptable, I encourage the authors to correct the typos and the grammatical errors in future versions of this paper by giving the correct results by this are clear by this is not given by this. Theorem 2&3 have more novelty, but are less important than Theorem 1 in my opinion. The presentation of results and proof sketches is clear. The authors should check carefully whether the results are given by the current version of the paper by this author.",0.1302521008403361,0.1638095238095238,0.8028883934020996,0.8009207844734192,0.7258201241493225,0.7328155040740967,0.7624115943908691,0.7653560638427734,INCORRECT,INCORRECT,0.9998996257781982,0.9996464252471924
35,"This paper goes beyond the NTK setting in analyzing optimization and generalization in ReLU networks. It nicely generalizes NTK by showing that generalization depends on a family of kernels rather than the single NTK. The reviewers appreciated the results. One thing that is missing is a clear separation between NTK results and the ones proposed here. Although it is ok to defer this to future work, a discussion of this point in the paper would be helpful.

","Theoretical paper presents a theoretical analysis of a 3 layer neural network with ReLU activations. The paper present quite an interesting analysis and packs a lot of material in 9 page of main text and 101 pages of Appendix material. While it is generally well written, it is not very accessible for a casual ICLR reader with no background in theoretical computer science. In this setting, the network runs beyond the NTK regime. It can achieve feature learning, and better generalization performance than NTK.",0.1366459627329192,0.7939068078994751,0.8073211312294006,0.8005577325820923,INCORRECT,0.999230146408081,"Reviewers give their verdict on a paper on optimization of neural networks. The techniques used in the paper can be of independent interest. The paper is generally well written, but it is not very accessible for a casual ICLR reader with no background in theoretical computer science. Since I'm not an expert in this, I'll defer to the other reviewers to check the significance and correctness of this paper. The reviewer hope the authors can make it clearer why the studied setting is different from NTk.","Theoretical Computer Science is published in the open-access journal, Theoretical. Computer Science. This paper studies the optimization and generalization of a three-layer neural network trained by a projected SGD algorithm. In this setting, the network runs beyond the NTK regime. It can achieve feature learning, and better generalization performance than NTK. The paper is meaningful because it provides an approach to analyze the feature learning effect of neural networks. The model and the algorithm are close to commonly used ones, while there are components specially designed for the theoretical analysis. While it is generally well written, it is not very accessible for a casual ICLR reader with no background in theoretical computer science. It would be better if the authors can provide further comments on the key difference between the data- dependent complexity measure bound and the function-norm based bound.",0.1696969696969696,0.2,0.8006664514541626,0.7825941443443298,0.8021385073661804,0.8246699571609497,0.8014018535614014,0.8030813336372375,INCORRECT,INCORRECT,0.9999934434890748,0.9999810457229614
