,gold,prediction,rouge_score,bertscore_precision,bertscore_recall,bertscore_f1
152,"During the discussion among reviewers, we have shared the concern that this work has a significant overlap with [Liu et al. 2018] and [Liu & Motani 2020]. Although the authors tried to address this concern by the author response, I also think that the difference is not enough. In particular, the reviewers pointed out that Figure 1, Table 1, and Figure 3 are exactly the same with those in [Liu, 2020], and Proposition 2 in [Liu & Motani 2020] is Proposition 1 in this paper. Since these overlaps are not acceptable, I will reject the paper.","This paper presents a modification to existing information theoretic feature selection algorithms which adds a strong relevance term estimated using a k-nn MI estimator. It is a slightly expanded copy of a paper published at IEEE International Symposium on Information Theory 2020, referenced as ""Exploring unique relevance for mutual information based feature selection"" Liu & Motani 2020. This paper contains the same experimental results, same plots, same theoretical description. It is a slightly expanded copy of a paper published at IEEE International Symposium on Information Theory 2020, referenced as ""Exploring unique relevance for mutual information based feature selection"" Liu & Motani 2020. This paper contains the same experimental results, same plots, same theoretical description. It is a slightly expanded copy of a paper published at IEEE International Symposium on Information Theory 2020, referenced as ""Exploring unique relevance for mutual information based feature selection"" Liu & Motani 2020. This paper contains the same experimental results, same plots, same theoretical description. It is a slightly expanded copy of a paper published at IEEE International Symposium on Information Theory",0.13432835820895522,0.691347599029541,0.7309038639068604,0.7105756402015686
153,"This paper studies the underlying training and memorization dynamics of very large language models. The main take aways are that larger-sized language models memorize training data faster, and that this memorization happens before the overfitting of language modeling. Tokens with certain part-of-speech tags (nouns, numerals) seem to be memorized faster during training.   Overall, most reviewers feel positively about this paper, agreeing that it tackles an important problem and that it provides a solid contribution. The experimental results are detailed and use reasonable metrics for data memorization, including the forgetting identifier experiments. Some of the weaknesses that have been pointed out (e.g. regarding the significance of the part-of-speech tags experiment, clarifying the criteria for memorization, etc.) seem to have been well addressed during the author response. Therefore, I recommend acceptance.",This paper studies the forgetting dynamics of large language models during training. The authors define the phenomenon as any situation in which the model predicts the correct word as maximum probability given its context. They then study the phenomenon by measuring the proportion of correctly predicted labels (which corresponds to predicting the correct next/masked token) and forgetting as the proportion of correctly predicted labels (which corresponds to predicting the correct next/masked token) and forgetting as the proportion of correctly predicted labels (which corresponds to predicting the correct next/masked token) and forgetting as the proportion of correctly predicted labels (which corresponds to predicting the correct next/masked token) and forgetting as the proportion of correctly predicted labels (which corresponds to predicting the correct next/masked token) and forgetting as the proportion of correctly predicted labels (which corresponds to predicting the correct next/masked token) and forgetting as the proportion of correctly predicted labels (which corresponds to predicting the correct next/masked token) and forgetting as the,0.1782178217821782,0.716610312461853,0.7374734282493591,0.7268922328948975
154,"This paper proposes a novel method, IterefineE, for cleaning up noise in KGs. This method combines the advantages of using ontological information and inferences rules and KG embeddings with iterative co-training. IterefineE improves the task of denoising KGs on multiple datasets. While the importance of multiple iterations is mixed, reviewers agree that the combination of two significantly different types of reasoning is a promising direction.","This paper proposes a new method for KG refinement. The key insight is to augment KG embeddings not only with implicit type information, but also with explicit types produced by an unsupervised-based system. The resulting algorithm, TypeE-X, leverages the benefits of (often human-crafted) structured information and the versatility of continuous embeddeds. Experiments are conducted on four datasets based on NELL, YAGO, FB15K, and WN18. The paper is well-written and easy to follow. The experiments are conducted on four different datasets with varying amounts of ontological information provided. The paper is well-written and easy to follow. The experiments are conducted on four different datasets with varying amounts of ontological information provided. The paper is well-written and easy to follow. The paper is well-written and easy to follow. The experiments are conducted on four different datasets with varying amounts of ontological information provided. The paper is well-written and easy to follow. The reviewers",0.19555555555555554,0.7406609654426575,0.8295605182647705,0.7825942039489746
155,"The authors demonstrate that complete neural network verification methods that use limited precision arithmetic can fail to detect the possibility of attacks that exploit numerical roundoff errors. They develop techniques to insert a backdoor into networks enabling such exploitation, that remains undetected by neural network verifiers and a simple defence against this particular backdoor insertion.   The paper demonstrates an important and often ignored shortcoming of neural network verification methods, getting around which remains a significant challenge. Particularly in adversarial situations, this is a significant risk and needs to be studied carefully in further work.  All reviewers were in agreement on acceptance and concerns raised were adequately addressed in the rebuttal phase, hence I recommend acceptance. However, a few clarifications raised by the official reviewers and public comments should be addressed in the final revision: 1) Acknowledging that incomplete verification methods that rely on sound overapproximation do not suffer from this shortcoming. 2) Concerns around reproducibility of MIPVerify related experiments brought up in public comments.",The paper shows that certain complete neural network verifiers can be mislead by carefully crafted neural networks that exploit round-off errors. The authors show that certain complete neural network verifiers can be mislead by carefully crafted neural networks that exploit round-off errors. Such a construction can be obfuscated by taking advantage of the compounding effect when there are many layers of the network. The paper shows that it is possible to fool exact verifiers using numerical instabilities. The paper shows that it is possible to fool complete verifiers using numerical instabilities. The paper shows that it is possible to fool complete verifiers using numerical instabilities. The paper shows that it is possible to fool complete verifiers using numerical instabilities. The paper shows that it is possible to fool complete verifiers using numerical instabilities. The paper shows that it is possible to fool complete verifiers using numerical instabilities. The paper shows that it is possible to fool complete verifiers using numerical inst,0.14678899082568805,0.7839412689208984,0.7358194589614868,0.7591185569763184
156,"This paper proposes a novel type of variational auto encoder, referred to as HELO. The latent space is decomposed into a content space and a motion space, and the main contribution is the proposal to model the motion space using Hamiltonian dynamics. All reviewers agree that the idea of using Hamiltonian dynamics is interesting and novel. One main critique, that the authors agreed on, was that the operator does not contain any stochasticity and that this might be a limitation when applying the idea to model more complex data. Another remark was that the experiments are limited and experiments on less constraint data are missing. A quick look at the baseline methods revealed that they also use the same kind of data sets to evaluate their methods, so this latter concern might be of minor importance.  All in all, the potential positive outcomes of this paper outweight its current limitations, so we recommend acceptance at this point, while urging authors to address the remaining concerns in the final version.","This paper proposes a deep state space model for videos. The dynamics are defined by linear Hamiltonian Dynamics. A latent variable z is introduced for explaining content and kept fixed for all frames. Experiments are carried out on Sprites and MUG to demonstrate the efficacy. The main contribution is a principled decomposition of the latent space into a content space and a motion space. The authors propose a method called Halo that allows to disentangle the content from the motion in image sequences, in the VAE framework. Experiments are carried out on Sprites and MUG to demonstrate the efficacy.",0.20895522388059704,0.8184084892272949,0.7762874364852905,0.7967917323112488
157,"This paper introduces SUNMASK for modeling discrete sequences. It builds upon previous works such as SUNDAE, Coconet and order-agnostic NADE, but uses a masking scheme that enables fine-grained or human-in-the-loop control during the generation. The qualitative experiments about musical inpainting and masking terms in language modeling do support this motivation to some extent. However, the reviewers are mainly concerned with both the algorithmic novelty and experiments of the paper.   Regarding the algorithmic novelty, some reviewers are concerned that the method is a straightforward combination of SUNMASK and Coconet. I tend to agree with this. Also the reviewers are concerned that the paper could have done a better job in the introduction and background section by putting the method in a better context and better describing related methods such as SUNDAE. This could help highlight the novelty of the paper.   Regarding the experiments, some reviewers are concerned about language modeling (Fig. 2) experiments, and that they do not show much improvement over SUNDAE. I tend to agree, and this is also shown in the results of Table 3 where it is clear that the quality of the language model is not on a par with the recent developments.   Also some of the motivations of the paper, especially the arguments about ""high trust / low trust"" interpretation of the mask, was unclear to me.   In short, I believe the paper should be clarified and improved by addressing the above concerns.",This paper proposes a new non-autoregressive generative model for discrete sequences which combines a recent work SUNDAE with masking. The mask is provided to the network as additional conditioning - unlike e.g. BERT which masks out the tokens themselves. The authors demonstrate the effectiveness of the proposed model on symbolic music and character level and word-level text modelling. All the reviewers agree that the paper is not ready for publication at ICLR.,0.15189873417721522,0.8140591382980347,0.760047435760498,0.7861266732215881
158,"This paper proposed a long-term object-based memory system for robots.  The proposed method builds on existing ideas of data association filters and neural-net attention mechanisms to learn transition and observation models of objects from labelled trajectories.  The proposed method was compared with baseline algorithms in a set of experiments.  The initial reviews raised multiple concerns about the paper. Reviewers nrGQ and  V7qP commented on the conceptual gap between the problem proposed in the introduction and the extent of the experiments. Reviewer qPet understood the paper to be a form of object re-identification and was concerned about the limited comparisons with related work.  The author response clarified their goal of estimating the states of the objects in the world, which they state is different from the goals of long-term tracking and object reidentification mentioned by the reviewers.  The authors also clarified the relationship to other work in slot-attention and data association filters.    The ensuing discussion among the reviewers indicated that the paper's contribution remained unclear even after the author response. Two reviewers noted the paper did not clearly communicate the problem being solved (all reviewers had a different view of the problem in the paper).  These reviewers wanted a better motivation for the problem being addressed in this paper.  The third reviewer remained unconvinced that the problem in the paper was different from long-term object tracking.  Three knowledgeable reviewers indicate reject as the contributions of the paper were unclear to all of them. The paper is therefore rejected.","This paper proposes an end-to-end system for the data association and filtering (DAF) problem. The architecture is built to mimic components typically found in DAF systems to provide a sort of algorithmic prior to the network. The resulting system is evaluated on several different tasks using synthetic data. The reviewers agree that the paper is well-written and the results are convincing. However, the reviewers also point out that the problem formulation is very related to the object re-identification and instance retrieval problem, and the experiments do not expose much real-world challenges.",0.18233618233618235,0.818579375743866,0.7842415571212769,0.8010426759719849
159,"Meta Review: This paper proposes LIGER to better use the foundation model in a weakly-supervised setting. LIEGER has two key components: 1) a finer estimator of weak source quality by dividing the embedding space and learning the source accuracy for each part, 2) source voting expansion  in the embedding space.  The reviewers agree that the proposed work is innovative and makes a significant technical contribution in using pretrained models under weak supervision. There were some concerns raised by reviewers, but most of them have been well addressed by the authors.  I recommend acceptance of this paper given its novelty and significant technical contribution.","Meta Review: This paper proposes a method for improving weak supervision by combining a foundation model embedding space with a label model. The reviewers agree that the paper is well-written and the proposed method is interesting. However, there are several concerns raised by the reviewers. First, the authors claim that the P(y,lambda|x) is a probabilistic graphical model, which is not supported by empirical evidence. Second, the authors claim that the P(y,lambda|x) is a probabilistic graphical model, which is not supported by empirical evidence. Third, the authors claim that the P(y,lambda|x) is a probabilistic graphical model, which is not supported by empirical evidence. Fourth, the authors claim that the P(y,lambda|x) is a probabilistic graphical model, which is not supported by empirical evidence. Fifth, the authors claim that the P(y,lambda|x) is a probabilistic graphical model",0.1976284584980237,0.7457208633422852,0.8067353963851929,0.7750291228294373
160,"This paper addresses the problem of how best to sample hard negatives during contrastive learning, a topic of importance for the recently resurgent field of metric learning / contrastive loss-based unsupervised representation learning. Backed by theoretical results for a new low-variance version of the NCE, the paper proposes an easy-to-implement ""Ring"" method for selecting negatives that are at just the right level of difficulty, neither too hard nor too easy.  Happily, this is a paper that has improved significantly through the interactive peer review of a dedicated set of reviewers combined with prompt responses from the authors. Perhaps the result that tipped this paper over the line in my assessment: the new experimental results now show significant gains from applying the ""Ring"" approach for hard negative sampling to near-state-of-the-art implementations of the MoCo-v2 approach, which is among the leading unsupervised visual feature learning approaches.","This paper proposes to sample effective hard negative samples in contrastive learning. The authors proved that their new objective is a more biased lower bound than InfoNCE, but with less variance. Experiments on several datasets as well as transferring datasets show some promising results. The paper tackles a typically disregarded problem in contrastive learning. It shows the importance of selecting difficult negatives to obtain stronger unsupervised representations. The Ring model results in a simple method that can be applied to any contrastive algorithm resulting in a better representation. The authors discuss the theory and method to conditionally select the negative samples based on the dot product of representations in noise constructive estimation (NCE)",0.1886792452830189,0.8201156854629517,0.7892496585845947,0.8043867349624634
161,"This paper presents ODConv, a convolution pattern which uses attention in the convolutions across all dimensions of the weight tensor. The paper is well motivated and well explained, easy to follow. This work is built on top of previous work, but reviewers all agree that the contributions of this paper are significant. The experimental section is comprehensive, with several benchmarks, and show clear improvements. The reviewers suggested a few additional remarks, and discussions to add to the paper, which the authors have addressed in the rebuttal. Reviewers seem in general happy with the authors answers to their concerns. This seems like a sound and meaningful paper. I am fully in favour of acceptance, and I recommend this paper to be presented as a spotlight.","This paper proposes a new dynamic generalization method based on Dynamic Conv (dyconv) and Coordinate Conv (cordconv). The proposed method can be plugged into most existing CNN architectures and has good performance on public datasets, such as ImageNet and MS-COCO. Extensive experiments confirm the superiority of the proposed new framework. The paper is well written and properly structured, and the extensive experiments prove the effectiveness of the proposed method. The reviewers agree that the paper is well-written and properly structured, and the extensive experiments prove the effectiveness of the proposed method. The paper is well-written and properly structured, and the extensive experiments prove the effectiveness of the proposed method. The reviewers agree that the paper is well-written and properly structured, and the extensive experiments prove the effectiveness of the proposed method. The reviewers agree that the paper is well-written and properly structured, and the extensive experiments prove the effectiveness of the proposed method. The reviewers agree that the paper is well-written and properly structured",0.21088435374149658,0.78336501121521,0.7719113826751709,0.7775959968566895
162,"The review ratings/confidences were 5/2, 6/2, 4/4, and 5/2. Although the average rating of 5 was just above the acceptance threshold, I think that it should somehow be discounted by the lower confidence levels. Although I myself does not have expertise in the field of BCI, as for the reviewers' evaluation, I think that they basically agreed on the following points: - The problem is well motivated. - The proposed method was built on DyEnsemble with some empirically-motivated extensions to have decoder models dynamically evolving. One could then argue that the proposal is not groundbreaking but somehow incremental. - The authors showed experimentally that the proposed method works well compared with a number of other existing methods.  I also noticed that the authors made revision (adding a paragraph at the end of Section 2: It can be observed in the August 10 revision), which would have improved readability of this paper. I would thus recommend acceptance of this paper, provided that there is room for it.",The authors propose an evolutionary ensemble method for decoding neural signals. The key challenge that this work addresses is the fact that the underlying function between the variable of interest and the signal changes over time. The key challenge that this work addresses is the fact that the underlying function between the variable of interest and the signal changes over time. The key challenge that this work addresses is the fact that the underlying function between the variable of interest and the signal changes over time. The key challenge that this work addresses is the fact that the underlying function between the variable of interest and the signal changes over time.,0.16428571428571428,0.7215379476547241,0.6823117733001709,0.7013768553733826
163,"This paper aims to study the convergence of deep neural networks training via a control theoretic analysis. This is a very interesting approach to establish theoretical understanding of deep learning. However, there are several concerns raised by the reviewers:  1. The contribution of this paper is limited. The results simply follow from standard optimal control. It is not clear what new insight the paper provides. 2. There are already quite a few works on control theoretic analysis of deep learning. This paper did not do a good job on presenting its novelty and difference with existing works. 3. The experimental part is weak. It only involves small data set and very simple networks.  Based on these, I am not able to recommend acceptance for the current manuscript. But the authors are encouraged to continue this research.",This paper studies the finite-time convergence for neural networks. The authors derive a Lyapunov based analysis of the loss function in neural network training. They show that their proposed Lyapunov loss converges faster than the L1 and L2 losses. They show that their proposed Lyapunov loss converges faster than the L1 and L2 losses. They show that their proposed Lyapunov loss converges faster than the L1 and L2 losses. They show that their proposed Lyapunov loss converges faster than the L1 and L2 losses. They show that their proposed Lyapunov loss converges faster than the L1 and L2 losses. They show that their proposed Lyapunov loss converges faster than the L1 and L2 losses. They show that their proposed Lyapunov loss converges faster than the L1 and L2 losses. They show that their proposed Lyapunov loss converges faster than the L1 and L2 losses.,0.12811387900355872,0.6752127408981323,0.7356594800949097,0.7041412591934204
164,"This paper studies the problem of choosing the best cloud provider for a task. The problem is formulated as a bandit and solved using algorithm CloudBandit. The algorithm is compared to several baselines, such as SMAC, and performs well. The evaluation is done on 60 different multi-cloud configuration tasks across 3 public cloud providers, which the authors want to share with the public.  This paper has four borderline reject reviews. All reviewers agree that it studies an important problem and that the promised multi-cloud optimization dataset could spark more research in the area of cloud optimization. The weaknesses of the paper are that it is not technically strong and that the quality of the new dataset is not clear from its description. At the end, the scores of this paper are not good enough for acceptance. Therefore, it is rejected.","The paper proposes a method to find the best cloud provider for multi-cloud compute selection (time, cost) to avoid vendor lock in. They achieve this using a best-arm identification algorithm where each arm runs a BBO on each provider and eventually choosing the best arm. They test this approach on 60 different configuration across 3 providers using a proposed dataset. The paper also presents a dataset, for offline benchmarking, comprising of 60 different multi-cloud configuration tasks across 3 cloud service providers. Overall, the paper is well written but several aspects of the problem were ignored. The dataset presented could be meaningful but currently it lacks the rigor in generating the dataset.",0.24218749999999997,0.8404396772384644,0.8169915676116943,0.8285498023033142
165,"This paper introduces a new dataset for evaluating disentanglement and its impact on out of distribution generalization based on the trifinger robotics platform. Using this dataset, the authors rigorously investigate the performance of beta-VAEs in this setting under a number of conditions, finding that weak supervision is necessary to induce disentangled representations, and that, perhaps surprisingly, disentanglement does not help for sim2real settings despite the similarity between the simulator and the real data. Reviewers were divided on the work, but had a number of concerns related to the claims of novel architecture, comparisons to baselines, and issues with the clarity of the paper, some of which were addressed in the authors' response. I agree with some of these concerns, particularly with respect to the claims of novel architectures since the modifications could simply be viewed as tweaking hyperparameters and are not rigorously compared to baselines. However, I think the novelty of the dataset and the rigorous evaluation of OOD generalization settings is likely to be valuable enough to the community to merit acceptance. I'd encourage the authors, however, to tone down some of the claims regarding the architecture (or provide sufficient baseline comparisons), and instead focus on the dataset and the OOD results. I recommend acceptance.",This paper presents a new dataset for learning disentangled representations. The paper identifies that traditional datasets used for learning disentangled representation have several shortcomings such as no correlation between variables and simple structure. The authors propose a new dataset that has 1M higher-resolution simulated images along with 1K annotated real-world images. The authors also present a new neural architecture to scale disentanglement on more complex datasets. The paper is well-written and easy to follow. The authors have addressed most of the concerns raised by the reviewers.,0.18181818181818182,0.8379311561584473,0.7658732533454895,0.8002834916114807
166,"Overall, all reviewers see the novelty in the dataset that provides an original new set of tactile data, accounting for a wide range of objects and scene, collected in the wild. The paper is overall well written, clear and easy to follow, and provides a good demonstration of the importance and usefulness of the dataset, going beyond datasets collected by robots in the context of material properties. It also includes initial steps towards benchmarking, although it is not the core contribution of the paper, which lies in the creation of the dataset itself.   Two reviewers recommend acceptance, two stand marginally below acceptance, and one does recommend rejection. The authors have provided detailed responses to all reviewers’ comments and concerns and updated their manuscript. The main concerns of those reviewers sitting on the fence seem to be answered and limitations acknowledged however the element of bias in the data collection was still considered as a possible concern. Based on my reading and accounting for the authors changes, there approach itself is novel and original and hence provides already a relevant contribution to NeuroIPS; while the authors acknowledge limitations and future work avenues. The one reviewer recommending rejection didn’t engage in the discussion but from my reading of both the paper, the comments, and the authors responses, I believe the main points were addressed by the authors and misunderstandings clarified. Overall, I believe the papers offers a novel, non-existing dataset that can inspire interesting future works; all the dataset is shared and presented clearly for others to use.","This paper presents a large visual-tactile dataset with GelSight tactile sensor and camera, containing diverse senarios and objects. Various applications are presented on the proposed dataset, including a novel tactile-driven image stylization task. The dataset empowers multiple tasks, including tactile feature prediction, newly proposed tactile-driven image stylization, and future touch prediction. The authors use human data collectors to probe objects in the wild (both indoors and outdoors) and collect both video and information received on tactile sensors. The benefits of human-collected tactile data are outlined in the paper whereas the advantage of robotic data collecting remains unknown. Experiments on three tasks have demonstrated the usefulness of the dataset.",0.13513513513513511,0.8058769702911377,0.7596176862716675,0.782063901424408
167,"This is a strong submission that benefitted greatly from productive and clarifying discussion between the authors and reviewers, after which the reviewers reached a unanimous stance in favor of acceptance. I recommend the authors to revise the manuscript accordingly in light of these discussions.","The paper proposes a method for kernel selection (search) wherein kernels are built from base kernels using fundamental operations. Kernels so constructed are trees, allowing their similarity to be evaluated based on their grammar rather than distance between GPs. The authors borrow ideas from NN architecture search to propose a so called symbolical-optimal-transport (SOT) kernel. The SOT kernel is then used for Bayesian optimization for model selection. The paper is well-written and easy to follow. The proposed method uses a process with this kernel- Kernel as the covariance function, and Bayesian optimization is used to select the kernel model. The paper is well-written and easy to follow. The proposed method uses a process with this kernel- Kernel as the co Corollary function, and Bayesian optimization is used to select the kernel model. The paper is well-written and easy to follow. The proposed method uses a process with this kernel- Kernel as the co Corollary function, and Bayesian optimization is used",0.10526315789473685,0.6414521336555481,0.7280802130699158,0.6820263862609863
168,"The work proposes a continuous-time generalization of diffusion models on a discrete space. The description uses continuous-time Markov chain (CTMC), in parallel to the existing stochastic differential equation description for continuous space. Reverse CTMC and modeling and ELBO objective are described. Some practical considerations and inspirations are also discussed, including avoiding exponentially large model in high dimensions, efficient reverse (generation) process simulation, and a corrector technique that further exploit the model to improve simulation (generation) quality. An error bound on the learned data distribution is also presented that shows a mild dependency on data dimensionality.  All the reviewers agree that this work presents the very right way to describe the continuous-time version of diffusion model on discrete space, and thereafter inspired techniques make a desired contribution to the community. Some concerns are raised, including still inferior performance than the continuous counterpart, and on the independence among dimensions. The authors provide reasonable remarks on them. Hence, I recommend accept to this paper.  One minor point: In Sec. 4.2, it would be clearer if the independence is specified both among the random variables $x^{1:D}$ in “output” and between each $x^d$ in “output” and $x^{1:D\backslash d}$ in “input”. Conventionally independence refers to the former, in which case the size is only reduced to $S^D \times D S^2$.",This paper proposes a new way to model discrete state diffusion models. It uses a technique called 'tau-leaping' to test the model. The method is based on a 'continuous time' model. It uses a technique called 'tau-leaping' to test the model. Experimental results show that the proposed method outperforms existing DT diffusion models on discrete data. The paper is well-written and easy to follow. The method is based on a 'continuous time' model. It uses a technique called 'tau-leaping' to test the model. Experimental results show that the proposed method outperforms existing DT diffusion models on discrete data. The paper is well-written and easy to follow. The method is based on a 'continuous time' model. It uses a technique called 'tau-leaping' to test the model. Experimental results show that the proposed method outperforms existing DT diffusion models on discrete data. The paper is well-written and easy to follow. The method is based,0.1974025974025974,0.7682073712348938,0.7003018856048584,0.7326846718788147
169,"The major concerns about this paper are that (1) There are too many hyper-parameters, such as those needed for ADMM. I'd point out that there are adaptive variants of ADMM and heuristics methods for choosing optimization hyper-parameters, although it would be nice if the authors addressed these issues in the paper.  (2) Some reviewers are concerned that, compared to other related attacks, it’s unclear why flipping fewer bits is an important objective - an attacker might only care about poisoning performance and clean data performance.  The authors respond that flipping fewer bits makes the attack more effective when bits are manipulated by a physical method such as manipulating memory.  Despite these criticisms, reviewers agree that the paper is a well thought-out approach that improves the state of the art by some metrics.",The paper proposes an algorithm for bit-flipping a limited number of bits in a quantized / binarized deep-learning model. Experiments CIFAR-10 and ImageNet show that the proposed method outperforms the SOTA on deployed neural network classifiers. The paper is well-written and easy to follow. The proposed method is mathematically sound. Experiments CIFAR-10 and ImageNet show that the proposed method outperforms the SOTA on deployed neural network classifiers. The paper is well-written and easy to follow. The proposed method is mathematically sound. Experiments CIFAR-10 and ImageNet show that the proposed method outperforms the SOTA on deployed neural network classifiers. The paper is well-written and easy to follow. The proposed method is mathematically sound. Experiments CIFAR-10 and ImageNet show that the proposed method outperforms the SOTA on deployed neural network classifiers. The paper is well-written and easy to follow. The proposed method is mathematically sound. Experiments CIFAR-10 and Image,0.15017064846416384,0.6936596632003784,0.7120606303215027,0.7027397751808167
170,"This paper proposes an OOD evaluation framework under three categories: irrelevant input detection, novel class detection, and domain shift detection. As with several reviewers, the AC recognizes the importance and effort to distinguish between different cases of OOD detection, as well as the amount of experimental comparison across several prominent methods in literature (MSP, MC-dropout, cosine similarity, ODIN, Mahalanobis).    Despite being well-motivated, three knowledgeable reviewers find the paper not ready yet for publication at ICLR. The AC recommends a rejection, given the standing major concerns from the reviewers. The AC is hopeful that the paper can be significantly improved by   - sufficiently discussing and highlighting the novel insights of the results.  - a more rigorous definition of  ""novel"" vs. ""irrelevant"" inputs. There seem to be overlapping definitions between what Hsu et al. considered vs. this paper. In particular,  Hsu et al distinguish i) samples of a novel class but in a known domain, called semantic shift (S), and ii) samples of known class in a novel domain, called non-semantic shift (NS), both of which are reconsidered in this paper. Therefore, the novelty of this submission is more precisely to distinguish within the category of semantic shift. The AC agrees that this might deem some more rigorous measurement and definition of ""semantic closeness"".  - The AC also finds the evaluation of domain shift in Section 3.3.2 may be potentially misleading the community, as it falls out of the standard OOD scope. The notion of common corruption is closer to the robustness problem (which is how ML model predictions changes w.r.t some delta changes in the input space). The changes may not be substantial enough to be ""out-of-distribution"".","This paper provides an empirical evaluation of methods for out-of-distribution (O OoD) detection on image classification. The reviewers agree that the paper is well-written, the results are interesting, and the paper is well-motivated. However, there are several concerns raised by the reviewers, including the lack of discussion on why certain methods work in some scenarios and others others, and the lack of comparison to related work. The authors did not respond to the reviewers' comments.",0.15512465373961218,0.8339159488677979,0.7253503799438477,0.7758536338806152
171,"The paper is a nice addition to the developing theory of implicit bias in neural training. While the results are somewhat expected, the technical aspects are fairly involved due to the adversarial component.","This paper studies the bias of adversarial training toward specific minimum-norm solutions or KKT points of a particular optimization problem. The authors show that adversarial training in deep linear models converges to the max-margin solution. This is a significant advance in the theory of adversarial training. The reviewers agree that the paper is well-written and the results are significant. However, there are some concerns regarding the correctness of Theorem 2. The authors are encouraged to address these concerns in the final version of the paper.",0.23140495867768593,0.7976568937301636,0.8527899980545044,0.824302613735199
172,"Dear authors,  All reviewers pointed out the fact that your result is about the expressivity of the big network rather than its accuracy, a result which is already known for the literature.  I encourage you to carefully read all reviews should you wish to resubmit this work to a future conference.",The paper considers the problem of building a composite network from several pre-trained networks and whether it is possible to ensure that the final output has better accuracy than any of its components. The paper considers the problem of building a composite network from several pre-trained networks and whether it is possible to ensure that the final output has better accuracy than any of its components. The paper considers the problem of building a composite network from several pre-trained networks and whether it is possible to ensure that the final output has better accuracy than any of its components. The paper considers the problem of building a composite network from several pre-trained networks and whether it is possible to ensure that the final output has better accuracy than any of its components. The paper considers the problem of building a composite network from several pre-trained networks and whether it is possible to ensure that the final output has better accuracy than any of its components. The paper considers the problem of building a composite network from several pre-trained networks and whether,0.11764705882352942,0.676620364189148,0.68289715051651,0.6797442436218262
173,This paper proposed an interesting method to induce a low-dimensional feature space for interpretable image classification. The proposed method is supported by comprehensive and strong experimental evaluations. Please consider the reviewers' comments in the final version. One common concern is it is unclear if the paper has novel technical innovation compared to the prior works.,"This paper proposes a sparse low-dimensional decision model for image classification. The model ensures a low-dimensional feature space by performing feature selection prior to the last (linear) layer of a neural network. To understand the meaning of the selected features, the authors used posthoc feature alignment with human interpretable concepts. The reviewers agree that the paper is well-written and the idea is interesting. However, there are several concerns raised by the reviewers. First, it is not clear how the proposed model can be used for interpretability. Second, it is not clear how the proposed model can be used for interpretability. Third, it is not clear how the proposed model can be used for interpretability. It is not clear how the proposed model can be used for interpretability. It is not clear how the proposed model can be used for interpretability. It is not clear how the proposed model can be used for interpretability. It is not clear how the proposed model can be used for interpret",0.1688888888888889,0.7727234363555908,0.8330347537994385,0.8017464876174927
174,"Motivated by advancing the applicability of backpropagation alternatives, the paper extends predictive coding to non-Gaussian distributions, so it can be used to train effectively complex architectures such as transformers.  The reviews are divided: three reviews give a score of 7 (accept) whereas one review gives a score of 4 (borderline reject). The positive reviews cite the following strengths: clearly stated motivation, technical soundness, potential for impact and convincing experiments. The negative review cites lack of clarity as the main weakness (something also mentioned in one of the positive reviews), while the reviewer is not convinced about the originality of the method given similar advances in variational inference and generative modelling.  On balance, given the potential of impact in the field of predictive coding and the technical soundness, I'm happy to recommend acceptance, even though clarity is somewhat lacking.  Some reviewers requested more details on computational complexity, memory consumption and scalability. I encourage the authors to use the extra content page in the camera-ready version to discuss these aspects further.","This paper proposes a modification of the predictive coding (PC) paradigm in the context of variational inference with artificial neural networks. While the canonical PC framework assumes form of the underlying generative model, the proposed PC modification extends PC to arbitrary distributions. It is comparable to backpropagation in the classification of MNSIT and CIFAR-10 datasets. The paper is well written and the results are impressive, although some notation and exposition can be improved.",0.16260162601626016,0.8127067685127258,0.7514808773994446,0.7808955311775208
175,This work presents a reconstruction GAN with an additional classification task in the objective loss function. Evaluations are carried out on medical and non-medical datasets.   Reviewers raise multiple concerns around the following:  - Novelty (all reviewers) - Inadequate comparison baselines (all reviewers) - Inadequate citations. (R2 & R3)  Authors have not offered a rebuttal. Recommendation is reject. Work may be more suitable as an application paper for a medical conference or journal.,"This paper proposed a new method for image restoration based a task-discriminator in addition to the GAN network. It shows superior performance compared to the baseline methods on medical image restoration and image super-resolution. While the results are better than the baseline methods on medical image restoration and image super-resolution, the idea seems straightforward and has limited novelty. It is not clear how much data is used to train the super-resolution model. It shows superior performance compared to the baseline methods on medical image restoration and image super-resolution. While the results are better than the baseline methods on medical image restoration and image super-resolution, the idea seems straightforward and has limited novelty. It is not clear how much data is used to train the super-resolution model. It shows superior performance compared to the baseline methods on medical image restoration and image super-resolution. While the results are better than the baseline methods on medical image restoration and image super-resolution, the idea seems straightforward and has limited novelty",0.12295081967213116,0.7185641527175903,0.7399115562438965,0.7290816307067871
